,text,label,relations,len
482,"Israel, Lebanon sign maritime border deal in rare diplomatic feat.",<triplet> Israel <subj> Lebanon <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
483,"Israeli and Lebanese leaders rare diplomatic feat a landmark US-brokered agreement on Israeli and Lebanese leaders's maritime boundary on Thursday, marking a diplomatic departure from decades of hostility and opening the way to offshore energy exploration.",<triplet> Israeli <subj> Lebanese leaders <obj> Engage In Diplomatic Cooperation <triplet> US <subj> Israeli <obj> Consult <triplet> US <subj> Lebanese leaders <obj> Consult,"['Engage In Diplomatic Cooperation', 'Consult', 'Consult']",3
484,maritime border deal removes one source of potential conflict between Israel and Iranian-backed Lebanese group Hezbollah and could help alleviate Lebanon's economic crisis.,<triplet> Iranian <subj> Lebanese group Hezbollah <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
485,"Kherson governor Vladimir Saldo said more than 70,000 residents from Kherson had been moved.","<triplet> Kherson governor Vladimir Saldo <subj> 70,000 residents <obj> Make Public Statement <triplet> Kherson governor Vladimir Saldo <subj> Kherson <obj> Make Public Statement","['Make Public Statement', 'Make Public Statement']",2
486,Ukraine has pushed ahead with an offensive to reclaim Kherson.,<triplet> Ukraine <subj> Kherson <obj> Fight,['Fight'],1
487,When Blinken spoke about Bajrang Bali at the White House.,<triplet> Blinken <subj> Bajrang Bali <obj> Make Public Statement <triplet> Blinken <subj> the White House <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
489,Blinken also stressed that the USA shows support for religious diversity through helping to preserve vital pieces of cultural heritage around the world.,<triplet> Blinken <subj> the USA <obj> Make Public Statement,['Make Public Statement'],1
490,"Europe's's energy crisis, triggered by Russia slashing natural gas flows amid Russia's war against Ukraine, has forced some people to turn to cheaper heating sources like firewood as the weather gets colder.",<triplet> Russia <subj> Ukraine <obj> Fight,['Fight'],1
491,"A wave of Russian attacks on critical energy infrastructure has left some Ukrainian communities without access to heat, water and electricity.",<triplet>  Russia <subj>  Ukrainian communitie <obj> Fight,['Fight'],1
492,Now the UN Office for the Coordination of Humanitarian Affairs (UN OCHA) and the International Committee of the Red Cross (ICRC) are worried about A wave of Russian attacks on critical energy infrastructure's impact as cold weather begins to set in.,<triplet>  UN Office for the Coordination of Humanitarian Affairs (UN OCHA <subj>  Russia <obj> Make Public Statement <triplet>  the International Committee of the Red Cross (ICRC <subj>  Russia <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
493,"An opposition leader in exile from Belarus has demanded that Lukashenko be held to account for Lukashenko's regime’s complicity in the Ukraine war and for Russian soldiers to withdraw from Belarusian soil, after a CNN investigation revealed new evidence that Belarus provided medical assistance to injured Russian troops.",<triplet> An opposition leader <subj> Lukashenko <obj> Demand <triplet> An opposition leader <subj> Russian soldiers <obj> Demand <triplet> CNN <subj> Belarus <obj> Investigate <triplet> Belarus <subj> Russian <obj> Provide Aid <triplet> Lukashenko's regime <subj> Russian soldiers <obj> Engage In Material Cooperation,"['Demand', 'Demand', 'Investigate', 'Provide Aid', 'Engage In Material Cooperation']",5
494,Parliament okays all amendments to Civil Status Law.,<triplet> Parliament <subj> Civil Status Law <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
495,The House of Representatives finally approved on Wednesday 26/10/2022 amendments to all proposed articles of the Civil Status Law which is submitted by the government to amend some articles of Law No. 143 for the year 1994.,<triplet> The House of Representatives <subj> all proposed articles of the Civil Status Law <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
496,"On Thursday morning, CBE announced a package of exceptional decisions related to withdrawal and deposit limits for retailers and companies, whether through bank branches or automated teller machines.",<triplet> CBE <subj> retailers <obj> Make Public Statement <triplet> CBE <subj> companies <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
497,Egypt condemns deadly attack targeting shrine in Iran.,<triplet> Egypt <subj> deadly attack <obj> Disapprove <triplet> deadly attack <subj> shrine in Iran <obj> Fight,"['Disapprove', 'Fight']",2
498,Egypt strongly condemned Thursday an attack on a Shia religious shrine in the southern Iranian city of Shiraz that left several people killed and injured.,<triplet> an attack <subj> a Shia religious shrine <obj> Fight <triplet> Egypt <subj> an attack <obj> Disapprove <triplet> an attack <subj> several people <obj> Fight,"['Fight', 'Disapprove', 'Fight']",3
499,"  Egypt offered condolences to the families of several people, wishing those injured a speedy recovery, according to a statement issued by the Foreign Ministry on Thursday.",<triplet> Egypt <subj> families of several people <obj> Make Public Statement,['Make Public Statement'],1
500,Egypt obtains IMF loan worth $3 bln.,<triplet> IMF <subj> Egypt <obj> Engage In Material Cooperation,['Engage In Material Cooperation'],1
501,"The head of the International Monetary Fund (IMF) mission to Egypt announced in a press conference, on Thursday, held with Egypt's Prime Minister Mostafa Madbouly, the governor of the Central Bank of Egypt and a number of ministerial officers, that an agreement has been concluded with Egypt on a loan worth US$3 billion over a …
The post Egypt obtains IMF loan worth $3 bln",<triplet> The head of the International Monetary Fund (IMF) mission to Egypt <subj> Egypt's Prime Minister Mostafa Madbouly <obj> Consult <triplet> The head of the International Monetary Fund (IMF) mission to Egypt <subj> the governor of the Central Bank of Egypt <obj> Consult <triplet> The head of the International Monetary Fund (IMF) mission to Egypt <subj> a number of ministerial officers <obj> Consult,"['Consult', 'Consult', 'Consult']",3
502,President El-Sisi’s Speech Marking the 50th Anniversary of Egyptian-UAE Relations.,<triplet> President El-Sisi <subj> Egyptian <obj> Make Public Statement <triplet> President El-Sisi <subj> UAE <obj> Make Public Statement <triplet> Egyptian <subj> UAE <obj> Engage In Diplomatic Cooperation,"['Make Public Statement', 'Make Public Statement', 'Engage In Diplomatic Cooperation']",3
503,"President El-Sisi’s's Speeches   “In the name of Allah the Most Benevolent, the Most Merciful”   Today, we celebrate a very dear and cherished occasion to the heart of every Egyptian; the 50th anniversary of the Egyptian-Emirati relations.",<triplet> Egyptian <subj> Emirati <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
504,"      the Egyptian-Emirati relations set a perfect example for strong ties that bind the two countries …
The post President El-Sisi’s Speech Marking the 50th Anniversary of Egyptian-UAE Relations",<triplet> Egyptian <subj> Emirati <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
505,US Envoy for Climate praises Egypt’s role hosting COP27.,<triplet> US Envoy for Climate <subj> Egypt <obj> Engage In Diplomatic Cooperation <triplet> Egypt <subj> COP27 <obj> Consult,"['Engage In Diplomatic Cooperation', 'Consult']",2
506,"US Envoy for Climate said, Wednesday that the upcoming climate summit in Sharm el-Sheikh in Egypt’s [COP27] is viewed as the “implementation summit”.",<triplet> US Envoy for Climate <subj> Sharm el-Sheikh in Egypt <obj> Make Public Statement,['Make Public Statement'],1
507,"US Envoy for Climate explained that officials and leaders must do everything in officials and leaders's power to limit global warming because, “We create conditions in the universe that cannot be undone”.   …
US Envoy for Climate praises Egypt’s's role hosting COP27",<triplet> US Envoy for Climate <subj> officials <obj> Make Public Statement <triplet> US Envoy for Climate <subj> leaders <obj> Make Public Statement,"['Make Public Statement', 'Make Public Statement']",2
508,Putin: Russia battling 'Western domination' as Ukraine war grinds on,<triplet> Russia <subj> Ukraine <obj> Fight,['Fight'],1
511,Same-sex marriage now legal across Mexico.,<triplet> Mexico <subj> Same-sex marriage <obj> Yield,['Yield'],1
512,"""There are no first or second-class people, all people should enjoy Same-sex marriage,"" said local congresswoman Nancy Ruiz of the conservative National Action Party (PAN), who promoted the reform.",<triplet> local congresswoman Nancy Ruiz of the conservative National Action Party (PAN) <subj> people <obj> Make Public Statement,['Make Public Statement'],1
513,An archeological dig has uncovered the site of a second ancient Polynesian settlement on Norfolk Island.,<triplet> An archeological dig <subj> a second ancient Polynesian settlement <obj> Investigate,['Investigate'],1
514,Australian women and children returning home from Syrian detention camp.,<triplet> Syrian detention camp <subj> Australian women and children <obj> Yield,['Yield'],1
515,Biden met eight TikTok stars who have a combined following of more than 67 million in the hope that eight TikTok stars who have a combined following of more than 67 million's posts will turn out votes for Democrats in the midterm elections.,<triplet> Biden <subj> eight TikTok stars <obj> Consult,['Consult'],1
516,Putin attacks West in annual speech near Moscow.,<triplet> Putin <subj> West <obj> Disapprove,['Disapprove'],1
517,Russian President Vladimir Putin has accused West of fuelling the war in Ukraine in a speech near Moscow.,<triplet> Russian President Vladimir Putin <subj> West <obj> Disapprove <triplet> West <subj> Ukraine <obj> Engage In Material Cooperation,"['Disapprove', 'Engage In Material Cooperation']",2
518,Why Russia stole Potemkin’s bones from Ukraine.,<triplet> Russia <subj> Ukraine <obj> Coerce,['Coerce'],1
519,Putin says world faces the most dangerous decade sine World War II.,<triplet> Putin <subj> world <obj> Make Public Statement,['Make Public Statement'],1
520,"Putin played down a nuclear standoff, insisting Russia had not threatened to use nuclear weapons and had only responded to nuclear “blackmail” from Western leaders.",<triplet> Putin <subj> Western leaders <obj> Make Public Statement,['Make Public Statement'],1
521,Putin oversees Russia nuclear exercises.,<triplet> Putin <subj> Russia nuclear exercises <obj> Investigate,['Investigate'],1
522,Vladimir Putin has overseen annual exercises by Russia's strategic nuclear forces as Vladimir Putin's invasion of Ukraine falters.,<triplet> Vladimir Putin <subj> Ukraine <obj> Fight <triplet> Vladimir Putin <subj> Russia's strategic nuclear forces <obj> Investigate,"['Fight', 'Investigate']",2
523,Intruder shouted 'where is Nancy?' in attack on US Speaker Pelosi's husband - reports.,<triplet> Intruder <subj> Nancy <obj> Make Public Statement <triplet> Intruder <subj> US Speaker Pelosi's husband <obj> Fight,"['Make Public Statement', 'Fight']",2
524,US Speaker Pelosi's's husband was attacked by Intruder in their California home on Friday.,<triplet> Intruder <subj> US Speaker Pelosi's's husband <obj> Fight,['Fight'],1
